B10K-CU-031-01,ARDKOR_R14674,GENE_280777_nonREF,3,unknown,Otidiformes,Ardeotis kori
B10K-CU-031-01,ARDKOR_R14684,GENE_187126_nonREF,6,unknown,Otidiformes,Ardeotis kori
B10K-CU-031-01,ARDKOR_R14716,GENE_487559_nonREF,17,unknown,Otidiformes,Ardeotis kori
B10K-CU-031-01,ARDKOR_R14786,GENE_222935_nonREF,5,unknown,Otidiformes,Ardeotis kori
B10K-CU-031-01,ARDKOR_R14808,GENE_251746_nonREF,1,unknown,Otidiformes,Ardeotis kori
B10K-CU-031-01,ARDKOR_R14809,GENE_367064_nonREF,1,unknown,Otidiformes,Ardeotis kori
B10K-CU-031-01,ARDKOR_R14829,GENE_168407_nonREF,24,unknown,Otidiformes,Ardeotis kori
B10K-CU-031-01,ARDKOR_R14953,GENE_193970_nonREF,4,unknown,Otidiformes,Ardeotis kori
B10K-CU-031-01,ARDKOR_R14980,GENE_335826_nonREF,3,unknown,Otidiformes,Ardeotis kori
B10K-CU-031-01,ARDKOR_R15071,GENE_296524_nonREF,2,unknown,Otidiformes,Ardeotis kori
B10K-CU-031-01,ARDKOR_R15072,GENE_375396_nonREF,2,unknown,Otidiformes,Ardeotis kori
B10K-CU-031-01,ARDKOR_R15238,GENE_296877_nonREF,11,unknown,Otidiformes,Ardeotis kori
B10K-CU-031-01,ARDKOR_R15369,GENE_7850_nonREF,8,unknown,Otidiformes,Ardeotis kori
B10K-CU-031-01,ARDKOR_R15407,GENE_219633_nonREF,12,unknown,Otidiformes,Ardeotis kori
B10K-CU-031-08,GLAPRA_R00930,ENSTGUP00000001400,49,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R01122,ENSTGUP00000000722,14,ARRDC3,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R01127,ENSGALP00000023165,17,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R01152,ENSTGUP00000001976,8,SUB1,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R01171,ENSTGUP00000002505,6,FST,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R02798,ENSTGUP00000017486,3,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R03834,ENSTGUP00000001219,4,RGMB,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R04029,ENSGALP00000023277,11,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R04105,ENSTGUP00000000969,2,C5orf30,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R04218,ENSTGUP00000014757,12,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R05054,ENSTGUP00000000844,11,ZFAND5,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R05370,ENSGALP00000043465,7,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R06789,ENSGALP00000041195,5,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R06791,ENSGALP00000020520,18,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R06831,ENSTGUP00000002355,12,HMGCS1,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R06989,ENSTGUP00000014757,13,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R07021,ENSTGUP00000017887,5,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R07039,ENSGALP00000023470,10,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R08186,ENSTGUP00000008873,47,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R08431,ENSTGUP00000000523,6,ZNF367,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R08552,ENSGALP00000035411,6,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R09394,ENSTGUP00000017557,13,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R09875,ENSTGUP00000000131,11,PCGF3,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R10975,ENSTGUP00000006032,4,BTF3,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R11305,ENSTGUP00000007783,18,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R11331,ENSTGUP00000017557,9,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R11457,ENSTGUP00000000204,5,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R12779,ENSTGUP00000010059,27,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R12894,ENSGALP00000042683,4,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R13097,ENSTGUP00000017557,8,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R14305,ENSTGUP00000010430,1,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R14622,ENSP00000366945,2,SLC25A51,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R14735,GENE_115363_nonREF,6,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R14736,GENE_140906_nonREF,12,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R14737,GENE_257006_nonREF,8,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R14738,GENE_439695_nonREF,7,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R14743,GENE_140906_nonREF,15,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R14744,GENE_257006_nonREF,8,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R14765,GENE_168407_nonREF,6,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R14784,GENE_126723_nonREF,18,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R14788,GENE_187126_nonREF,1,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R14826,GENE_187126_nonREF,2,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R14902,GENE_11492_REF,5,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R14903,GENE_243943_nonREF,6,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R14906,GENE_367064_nonREF,1,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R14916,GENE_281613_nonREF,5,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R14917,GENE_296866_nonREF,2,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R14920,GENE_419896_nonREF,6,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R14968,GENE_52843_nonREF,23,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15045,GENE_245171_nonREF,2,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15053,GENE_296866_nonREF,2,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15068,GENE_193970_nonREF,2,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15073,GENE_126723_nonREF,11,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15084,GENE_257006_nonREF,9,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15163,GENE_29678_REF,4,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15189,GENE_245171_nonREF,2,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15190,GENE_296877_nonREF,2,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15195,GENE_192701_nonREF,1,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15212,GENE_296866_nonREF,1,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15249,GENE_367064_nonREF,1,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15342,GENE_251746_nonREF,2,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15357,GENE_115363_nonREF,8,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15358,GENE_257006_nonREF,11,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15376,GENE_296524_nonREF,7,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15383,GENE_281613_nonREF,5,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15504,GENE_336636_nonREF,1,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15506,GENE_27119_nonREF,11,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15524,GENE_9751_nonREF,22,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15528,GENE_9751_nonREF,37,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15532,GENE_253059_nonREF,7,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15539,GENE_9751_nonREF,6,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15548,GENE_439695_nonREF,18,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15553,GENE_27119_nonREF,11,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15554,GENE_33080_nonREF,38,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-08,GLAPRA_R15556,GENE_439695_nonREF,18,unknown,Charadriiformes,Glareola pratincola
B10K-CU-031-10,NYCBRA_R02774,ENSGALP00000035411,6,unknown,Caprimulgiformes,Nyctibius bracteatus
B10K-CU-031-10,NYCBRA_R05378,ENSTGUP00000001400,7,unknown,Caprimulgiformes,Nyctibius bracteatus
B10K-CU-031-10,NYCBRA_R05379,ENSTGUP00000002330,31,unknown,Caprimulgiformes,Nyctibius bracteatus
B10K-CU-031-10,NYCBRA_R05785,ENSGALP00000024869,7,ZNF462,Caprimulgiformes,Nyctibius bracteatus
B10K-CU-031-10,NYCBRA_R07166,ENSTGUP00000001761,3,UBAP1,Caprimulgiformes,Nyctibius bracteatus
B10K-CU-031-10,NYCBRA_R08502,ENSTGUP00000006998,82,unknown,Caprimulgiformes,Nyctibius bracteatus
B10K-CU-031-10,NYCBRA_R09853,ENSTGUP00000016902,185,unknown,Caprimulgiformes,Nyctibius bracteatus
B10K-CU-031-10,NYCBRA_R11667,ENSTGUP00000000131,7,PCGF3,Caprimulgiformes,Nyctibius bracteatus
B10K-CU-031-10,NYCBRA_R13074,ENSTGUP00000000969,2,C5orf30,Caprimulgiformes,Nyctibius bracteatus
B10K-CU-031-10,NYCBRA_R15241,GENE_187126_nonREF,7,unknown,Caprimulgiformes,Nyctibius bracteatus
B10K-CU-031-10,NYCBRA_R15408,GENE_11209_REF,6,unknown,Caprimulgiformes,Nyctibius bracteatus
B10K-CU-031-10,NYCBRA_R15699,GENE_333714_nonREF,5,unknown,Caprimulgiformes,Nyctibius bracteatus
B10K-CU-031-13,TACRUB_R01321,ENSGALP00000042440,4,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R01322,ENSGALP00000043288,7,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R01323,ENSTGUP00000015651,9,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R01441,ENSGALP00000041062,11,TPM2,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R01508,ENSTGUP00000001373,23,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R01519,ENSTGUP00000001761,9,UBAP1,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R01532,ENSTGUP00000015982,5,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R01544,ENSTGUP00000001130,21,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R01546,ENSGALP00000041948,2,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R02658,ENSTGUP00000006998,9,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R02780,ENSTGUP00000017472,46,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R02786,ENSTGUP00000017557,11,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R02817,ENSGALP00000041636,4,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R04440,ENSTGUP00000000388,24,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R04470,ENSTGUP00000012722,10,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R04487,ENSGALP00000023277,10,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R04488,ENSTGUP00000006692,4,RAB9B,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R04507,ENSGALP00000023165,16,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R04509,ENSGALP00000025167,39,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R04511,ENSTGUP00000000560,26,PTCH1,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R04544,ENSGALP00000000526,108,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R04547,ENSTGUP00000001374,4,FEM1C,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R05944,ENSTGUP00000000404,5,HINT1,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R05945,ENSTGUP00000006032,4,BTF3,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R06006,ENSGALP00000023420,19,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R06020,ENSTGUP00000000131,5,PCGF3,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R07751,ENSTGUP00000001633,15,ATP5A1,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R07754,ENSTGUP00000000844,7,ZFAND5,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R09247,ENSTGUP00000008891,25,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R09300,ENSTGUP00000000407,3,CDC42SE2,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R10680,ENSTGUP00000001400,14,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R10684,ENSTGUP00000001976,7,SUB1,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R10694,ENSTGUP00000002102,9,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R12390,ENSTGUP00000016902,9,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R12393,ENSTGUP00000005916,31,TNPO1,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R12412,ENSGALP00000038087,2,HSPB3,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R12414,ENSTGUP00000001130,13,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R12432,ENSTGUP00000010059,1,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R13139,ENSTGUP00000014412,3,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R13337,ENSTGUP00000007783,2,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R13338,ENSTGUP00000016902,1,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R13519,ENSTGUP00000011351,5,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R13638,ENSTGUP00000001400,2,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R14622,ENSTGUP00000012722,6,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R14968,ENSGALP00000002707,16,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15247,ENSP00000368831,14,SNX2,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15366,GENE_424432_nonREF,1,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15389,GENE_419896_nonREF,4,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15403,GENE_375396_nonREF,10,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15407,GENE_11492_REF,9,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15447,GENE_253059_nonREF,6,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15448,GENE_27465_nonREF,7,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15449,GENE_424432_nonREF,7,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15458,GENE_424432_nonREF,7,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15459,GENE_333714_nonREF,1,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15625,GENE_403790_nonREF,3,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15626,GENE_375396_nonREF,13,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15634,GENE_418003_nonREF,9,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15638,GENE_296524_nonREF,12,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15658,GENE_424432_nonREF,5,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15709,GENE_27465_nonREF,7,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15710,GENE_11492_REF,1,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15711,GENE_243943_nonREF,1,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15722,GENE_165413_nonREF,2,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15746,GENE_296524_nonREF,10,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15785,GENE_419896_nonREF,11,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15801,GENE_243943_nonREF,3,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15806,GENE_375396_nonREF,21,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15810,GENE_375396_nonREF,14,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15850,GENE_375396_nonREF,3,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15913,GENE_296524_nonREF,2,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15937,GENE_7733_REF,1,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15980,GENE_138456_nonREF,801,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15983,GENE_27465_nonREF,3,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15991,GENE_450640_nonREF,1,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R15994,GENE_419896_nonREF,9,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R16017,GENE_9751_nonREF,8,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-13,TACRUB_R16024,GENE_335826_nonREF,1,unknown,Passeriformes,Tachuris rubrigastra
B10K-CU-031-17,PTILEU_R00076,ENSTGUP00000017878,1,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R01348,ENSTGUP00000005472,16,RFX3,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R01396,ENSGALP00000023701,13,GPBP1,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R01405,ENSTGUP00000001770,6,FAM219A,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R01425,ENSTGUP00000000560,18,PTCH1,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R01428,ENSTGUP00000010059,35,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R01442,ENSTGUP00000014757,27,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R02043,ENSTGUP00000000388,35,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R02775,ENSTGUP00000010059,5,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R02805,ENSTGUP00000003997,12,SCAMP1,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R02808,ENSGALP00000023277,9,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R02825,ENSTGUP00000001400,29,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R02826,ENSTGUP00000014757,21,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R02838,ENSTGUP00000015734,55,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R02860,ENSTGUP00000000969,2,C5orf30,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R02881,ENSTGUP00000017554,11,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R02935,ENSTGUP00000001373,1,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R04099,ENSTGUP00000012722,39,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R04236,ENSTGUP00000016163,4,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R04321,ENSTGUP00000001373,22,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R04352,ENSGALP00000023942,18,PAIP1,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R04378,ENSTGUP00000005343,6,CDC37L1,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R04940,ENSTGUP00000001400,27,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R04941,ENSTGUP00000014123,30,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R05046,ENSTGUP00000012722,46,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R05203,ENSTGUP00000000388,32,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R05500,ENSGALP00000035557,7,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R05611,ENSGALP00000023420,24,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R05615,ENSTGUP00000002355,98,HMGCS1,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R05730,ENSTGUP00000005231,25,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R06985,ENSGALP00000043465,6,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R07052,ENSTGUP00000001400,38,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R07053,ENSTGUP00000007783,36,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R07101,ENSTGUP00000001373,20,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R08165,ENSTGUP00000008879,102,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R08430,ENSTGUP00000006032,4,BTF3,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R08540,ENSTGUP00000016902,57,unknown,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R08601,ENSTGUP00000016209,10,ME2,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R10067,ENSGALP00000023720,24,KIF2A,Passeriformes,Ptilorrhoa leucosticta
B10K-CU-031-17,PTILEU_R10102,ENSTGUP00000000424,2,NFIL3,Passeriformes,Ptilorrhoa leucosticta
